ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.227163	0	none	H1_	H1_chr5	70722782	none	0	UGM
SRR6485325.98708	0	0	undetermined	H1_chr5	70801312	H2_chr5	68535164	PEES
SRR6485325.218982	0	none	H1_	H1_chr5	70820300	none	0	UGM
SRR6485325.200760	-5	-5	undetermined	H1_chr5	70933044	H2_chr5	68676731	PEES
SRR6485325.82354	-11	none	H1_	H1_chr5	70950279	none	0	UGM
SRR6485325.130788	0	none	H1_	H1_chr5	70956612	none	0	UGM
SRR6485325.53688	0	none	H1_	H1_chr5	70960366	none	0	UGM
SRR6485325.160390	0	none	H1_	H1_chr5	70964596	none	0	UGM
SRR6485325.230446	0	0	undetermined	H1_chr5	70965821	H2_chr5	68709543	PEES
SRR6485325.178721	-7	none	H1_	H1_chr5	70970831	none	0	UGM
SRR6485325.126267	0	0	undetermined	H1_chr5	70974603	H2_chr5	68718712	PEES
SRR6485325.175877	0	0	undetermined	H1_chr5	71056096	H2_chr5	6434961	PEES
SRR6485325.164203	0	0	undetermined	H1_chr5	71056360	H2_chr5	68799047	PEES
SRR6485325.58268	0	0	undetermined	H1_chr5	71056370	H2_chr5	68799057	PEES
SRR6485325.128061	-8	none	H1_	H1_chr5	71060801	none	0	UGM
SRR6485325.109329	-5	none	H1_	H1_chr5	71088355	none	0	UGM
SRR6485325.240832	0	none	H1_	H1_chr5	71090352	none	0	UGM
SRR6485325.234713	0	0	undetermined	H1_chr5	71093884	H2_chr5	68836187	PEES
SRR6485325.27020	-13	-13	undetermined	H1_chr5	71143111	H2_chr5	68885407	PEES
SRR6485325.101729	-5	-5	undetermined	H1_chr5	71160204	H2_chr5	68907558	PEES
SRR6485325.41356	-20	-20	undetermined	H1_chr5	71165291	H2_chr5	91873389	PEES
SRR6485325.64685	0	0	undetermined	H1_chr5	71168566	H2_chr5	68915923	PEES
SRR6485325.118836	0	0	undetermined	H1_chr5	71170564	H2_chr5	68917884	PEES
SRR6485325.121121	-10	-10	undetermined	H1_chr5	71187859	H2_chr5	68940483	PEES
SRR6485325.236110	-3	-3	undetermined	H1_chr5	71236113	H2_chr5	68989114	PEES
SRR6485325.10043	-8	none	H1_	H1_chr5	71297834	none	0	UGM
SRR6485325.59799	0	0	undetermined	H1_chr5	71322928	H2_chr5	69075461	PEES
SRR6485325.210814	0	0	undetermined	H1_chr5	71327253	H2_chr5	69079787	PEES
SRR6485325.83442	-5	-5	undetermined	H1_chr5	71397318	H2_chr5	69150221	PEES
SRR6485325.14252	-3	-3	undetermined	H1_chr5	71428931	H2_chr5	69181841	PEES
SRR6485325.86940	-5	-5	undetermined	H1_chr5	71508920	H2_chr5	69263900	PEES
SRR6485325.239174	0	none	H1_	H1_chr5	71556849	none	0	UGM
SRR6485325.115909	0	0	undetermined	H1_chr5	71636450	H2_chr5	69391122	PEES
SRR6485325.28692	0	0	undetermined	H1_chr5	71658143	H2_chr5	69412817	PEES
SRR6485325.136218	-22	-22	undetermined	H1_chr5	71672594	H2_chr5	69427268	PEES
SRR6485325.171090	-1	-1	undetermined	H1_chr5	71692273	H2_chr5	69446947	PEES
SRR6485325.195470	0	0	undetermined	H1_chr5	71702736	H2_chr5	69457410	PEES
SRR6485325.193302	-12	-12	undetermined	H1_chr5	71722959	H2_chr5	69477633	PEES
SRR6485325.206906	0	0	undetermined	H1_chr5	71724681	H2_chr5	69479355	PEES
SRR6485325.82803	0	0	undetermined	H1_chr5	71786933	H2_chr5	69541607	PEES
SRR6485325.132521	0	0	undetermined	H1_chr5	71849942	H2_chr5	69604616	PEES
SRR6485325.133951	0	0	undetermined	H1_chr5	71896989	H2_chr5	69651664	PEES
SRR6485325.159378	0	0	undetermined	H1_chr5	71902092	H2_chr5	69656767	PEES
SRR6485325.200843	-18	none	H1_	H1_chr5	71926236	none	0	UGM
SRR6485325.237276	0	0	undetermined	H1_chr5	71933665	H2_chr5	69688332	PEES
SRR6485325.137869	0	0	undetermined	H1_chr5	71933725	H2_chr5	69688392	PEES
SRR6485325.64230	0	0	undetermined	H1_chr5	71947521	H2_chr5	69702203	PEES
SRR6485325.165299	-5	none	H1_	H1_chr5	71981100	none	0	UGM
SRR6485325.238302	0	0	undetermined	H1_chr5	72112974	H2_chr5	69867349	PEES
SRR6485325.227047	-5	-5	undetermined	H1_chr5	72129105	H2_chr5	69883481	PEES
SRR6485325.40286	-25	-25	undetermined	H1_chr5	72147231	H2_chr5	69901607	PEES
SRR6485325.23063	0	0	undetermined	H1_chr5	72162618	H2_chr5	69916992	PEES
SRR6485325.124750	-14	-14	undetermined	H1_chr5	72165573	H2_chr5	69919948	PEES
SRR6485325.160765	-7	-7	undetermined	H1_chr5	72174767	H2_chr5	69929142	PEES
SRR6485325.130169	0	0	undetermined	H1_chr5	72212060	H2_chr5	69966123	PEES
SRR6485325.188431	-1	-1	undetermined	H1_chr5	72243400	H2_chr5	69997485	PEES
SRR6485325.201098	0	0	undetermined	H1_chr5	72285093	H2_chr5	70039456	ES
SRR6485325.95487	-5	-5	undetermined	H1_chr5	72321485	H2_chr5	70074629	PEES
SRR6485325.135072	0	none	H1_	H1_chr5	72369951	none	0	UGM
SRR6485325.24312	-5	none	H1_	H1_chr5	72420940	none	0	UGM
SRR6485325.173828	-5	none	H1_	H1_chr5	72436347	none	0	UGM
SRR6485325.164164	-5	-5	undetermined	H1_chr5	72478509	H2_chr5	70231056	PEES
SRR6485325.204738	-10	-10	undetermined	H1_chr5	72486971	H2_chr5	70239545	PEES
SRR6485325.80783	0	0	undetermined	H1_chr5	72567497	H2_chr5	70317842	PEES
SRR6485325.76773	0	0	undetermined	H1_chr5	72589710	H2_chr5	70340064	PEES
SRR6485325.208424	0	none	H1_	H1_chr5	72621327	none	0	UGM
SRR6485325.99953	0	0	undetermined	H1_chr5	72680918	H2_chr5	70434127	PEES
SRR6485325.124739	0	0	undetermined	H1_chr5	72683689	H2_chr5	70436898	PEES
SRR6485325.108250	0	0	undetermined	H1_chr5	72686395	H2_chr5	70439604	PEES
SRR6485325.181314	-5	-5	undetermined	H1_chr5	72691705	H2_chr5	70444912	PEES
SRR6485325.179610	0	0	undetermined	H1_chr5	72704753	H2_chr5	70457992	PEES
SRR6485325.215326	-5	-5	undetermined	H1_chr5	72725705	H2_chr5	70478953	PEES
SRR6485325.72923	-5	-5	undetermined	H1_chr5	72730732	H2_chr5	70483980	PEES
SRR6485325.35125	0	0	undetermined	H1_chr5	72761201	H2_chr5	70514421	PEES
SRR6485325.16882	-10	-10	undetermined	H1_chr5	72783293	H2_chr5	70536515	PEES
SRR6485325.35780	0	0	undetermined	H1_chr5	72791603	H2_chr5	70544846	PEES
SRR6485325.247090	0	0	undetermined	H1_chr5	72813695	H2_chr5	70567058	PEES
SRR6485325.104363	0	0	undetermined	H1_chr5	72839929	H2_chr5	70593613	PEES
SRR6485325.37928	-16	-16	undetermined	H1_chr5	72854250	H2_chr5	70607954	PEES
SRR6485325.20344	-15	-15	undetermined	H1_chr5	72871935	H2_chr5	70625635	PEES
SRR6485325.51967	-5	-5	undetermined	H1_chr5	72873195	H2_chr5	70626895	PEES
SRR6485325.97655	0	0	undetermined	H1_chr5	72943455	H2_chr5	70697152	PEES
SRR6485325.46500	0	0	undetermined	H1_chr5	72993443	H2_chr5	70747131	PEES
SRR6485325.126811	0	none	H1_	H1_chr5	73001636	none	0	UGM
SRR6485325.122090	0	0	undetermined	H1_chr5	73012487	H2_chr5	70766213	PEES
SRR6485325.673	0	0	undetermined	H1_chr5	73032358	H2_chr5	70793094	ES
SRR6485325.238282	0	0	undetermined	H1_chr5	73039609	H2_chr5	70800346	PEES
SRR6485325.115878	0	none	H1_	H1_chr5	73048939	none	0	UGM
SRR6485325.20850	-5	-5	undetermined	H1_chr5	73054631	H2_chr5	35011655	PEES
SRR6485325.99445	0	0	undetermined	H1_chr5	73055982	H2_chr5	70816698	PEES
SRR6485325.74844	0	0	undetermined	H1_chr5	73104905	H2_chr5	70865632	PEES
SRR6485325.114461	0	0	undetermined	H1_chr5	73133999	H2_chr5	70894732	PEES
SRR6485325.33371	-31	-31	undetermined	H1_chr5	73144675	H2_chr5	70905408	PEES
SRR6485325.37348	-5	-5	undetermined	H1_chr5	73155277	H2_chr5	70916018	PEES
SRR6485325.213600	0	0	undetermined	H1_chr5	73162503	H2_chr5	70923244	PEES
SRR6485325.49631	0	0	undetermined	H1_chr5	73171832	H2_chr5	70932573	PEES
SRR6485325.213732	0	0	undetermined	H1_chr5	73196489	H2_chr5	70957228	PEES
SRR6485325.15603	0	0	undetermined	H1_chr5	73202038	H2_chr5	70962777	PEES
SRR6485325.17691	0	0	undetermined	H1_chr5	73239689	H2_chr5	71000428	PEES
SRR6485325.200688	-7	-7	undetermined	H1_chr5	73273337	H2_chr5	71034065	PEES
SRR6485325.17748	-10	-10	undetermined	H1_chr5	73294569	H2_chr5	71055299	PEES
SRR6485325.55720	0	0	undetermined	H1_chr5	73418654	H2_chr5	71179744	PEES
SRR6485325.28993	0	none	H1_	H1_chr5	73422838	none	0	UGM
SRR6485325.80148	0	0	undetermined	H1_chr5	73424080	H2_chr5	71185166	PEES
SRR6485325.38696	0	0	undetermined	H1_chr5	73431226	H2_chr5	71192314	PEES
SRR6485325.227015	0	0	undetermined	H1_chr5	73440008	H2_chr5	71201094	PEES
SRR6485325.148221	-10	none	H1_	H1_chr5	73480992	none	0	UGM
SRR6485325.43332	0	0	undetermined	H1_chr5	73497317	H2_chr5	71258368	PEES
SRR6485325.1153	-10	-10	undetermined	H1_chr5	73507254	H2_chr5	71268305	PEES
SRR6485325.120624	-1	-1	undetermined	H1_chr5	73529357	H2_chr5	71290454	PEES
SRR6485325.232994	-18	-18	undetermined	H1_chr5	73534437	H2_chr5	71295532	PEES
SRR6485325.113760	-1	none	H1_	H1_chr5	73572162	none	0	UGM
SRR6485325.51865	-5	-5	undetermined	H1_chr5	73587154	H2_chr5	71348620	PEES
SRR6485325.79986	0	0	undetermined	H1_chr5	73602609	H2_chr5	71364078	PEES
SRR6485325.103172	0	0	undetermined	H1_chr5	73612834	H2_chr5	71374295	ES
SRR6485325.23564	0	0	undetermined	H1_chr5	73655102	H2_chr5	71416562	PEES
SRR6485325.54111	0	0	undetermined	H1_chr5	73676257	H2_chr5	71437751	PEES
SRR6485325.243855	-18	none	H1_	H1_chr5	73700014	none	0	UGM
SRR6485325.147314	-10	-10	undetermined	H1_chr5	73800126	H2_chr5	45791795	PEES
SRR6485325.224033	0	0	undetermined	H1_chr5	73842109	H2_chr5	71604896	PEES
SRR6485325.35714	0	0	undetermined	H1_chr5	73851748	H2_chr5	71614542	PEES
SRR6485325.110609	-1	-1	undetermined	H1_chr5	73861596	H2_chr5	71624380	PEES
SRR6485325.1309	-5	-5	undetermined	H1_chr5	73874478	H2_chr5	71637276	PEES
SRR6485325.171263	0	0	undetermined	H1_chr5	73876744	H2_chr5	71639542	PEES
SRR6485325.1400	-3	none	H1_	H1_chr5	73907713	none	0	UGM
SRR6485325.200856	0	0	undetermined	H1_chr5	73916925	H2_chr5	71683546	PEES
SRR6485325.27361	0	0	undetermined	H1_chr5	73985725	H2_chr5	71760582	PEES
SRR6485325.72045	0	0	undetermined	H1_chr5	74001231	H2_chr5	71776074	PEES
SRR6485325.52244	0	0	undetermined	H1_chr5	74001702	H2_chr5	71776545	PEES
SRR6485325.250593	0	0	undetermined	H1_chr5	74005567	H2_chr5	71780403	PEES
SRR6485325.33046	-5	none	H1_	H1_chr5	74060841	none	0	UGM
SRR6485325.64044	0	0	undetermined	H1_chr5	74074246	H2_chr5	71845567	PEES
SRR6485325.100698	-5	none	H1_	H1_chr5	74080613	none	0	UGM
SRR6485325.194603	0	0	undetermined	H1_chr5	74092348	H2_chr5	71864281	PEES
SRR6485325.187167	0	0	undetermined	H1_chr5	74109848	H2_chr5	71881781	PEES
SRR6485325.155036	0	0	undetermined	H1_chr5	74121307	H2_chr5	71893243	PEES
SRR6485325.118407	0	0	undetermined	H1_chr5	74134770	H2_chr5	71907047	PEES
SRR6485325.189343	0	none	H1_	H1_chr5	74161493	none	0	UGM
SRR6485325.71509	-5	-5	undetermined	H1_chr5	74175111	H2_chr5	71943109	PEES
SRR6485325.12869	0	0	undetermined	H1_chr5	74202146	H2_chr5	71969999	PEES
SRR6485325.152708	0	none	H1_	H1_chr5	74228627	none	0	UGM
SRR6485325.1652	0	none	H1_	H1_chr5	74300246	none	0	UGM
SRR6485325.80046	-10	-10	undetermined	H1_chr5	74306555	H2_chr5	72083023	PEES
SRR6485325.77363	-5	-5	undetermined	H1_chr5	74331841	H2_chr5	72108333	PEES
SRR6485325.215290	0	0	undetermined	H1_chr5	74350926	H2_chr5	72127652	PEES
SRR6485325.5864	0	none	H1_	H1_chr5	74360317	none	0	UGM
SRR6485325.55933	-10	-10	undetermined	H1_chr5	74382542	H2_chr5	72168602	PEES
SRR6485325.156596	0	0	undetermined	H1_chr5	74406081	H2_chr5	72192139	PEES
SRR6485325.212982	0	none	H1_	H1_chr5	74430781	none	0	UGM
SRR6485325.71806	0	0	undetermined	H1_chr5	74433805	H2_chr5	72219637	PEES
SRR6485325.226074	-10	-10	undetermined	H1_chr5	74442006	H2_chr5	72227826	PEES
SRR6485325.98727	0	0	undetermined	H1_chr5	74469398	H2_chr5	78832852	ES
SRR6485325.98017	0	0	undetermined	H1_chr5	74492733	H2_chr5	72276865	ES
SRR6485325.67610	-5	-5	undetermined	H1_chr5	74514063	H2_chr5	72298197	PEES
SRR6485325.147864	-43	-43	undetermined	H1_chr5	74515684	H2_chr5	72299818	PEES
SRR6485325.53371	-5	-5	undetermined	H1_chr5	74531405	H2_chr5	72315538	PEES
SRR6485325.71447	-5	-5	undetermined	H1_chr5	74552912	H2_chr5	72337049	PEES
SRR6485325.70365	-5	-5	undetermined	H1_chr5	74574856	H2_chr5	72358993	PEES
SRR6485325.138511	0	0	undetermined	H1_chr5	74576383	H2_chr5	72360520	PEES
SRR6485325.783	0	none	H1_	H1_chr5	74602094	none	0	UGM
SRR6485325.220978	0	0	undetermined	H1_chr5	74616346	H2_chr5	72409246	PEES
SRR6485325.87396	0	none	H1_	H1_chr5	74669172	none	0	UGM
SRR6485325.191253	0	none	H1_	H1_chr5	74682045	none	0	UGM
SRR6485325.56129	0	none	H1_	H1_chr5	74701549	none	0	UGM
SRR6485325.103999	0	0	undetermined	H1_chr5	74725699	H2_chr5	72526764	PEES
SRR6485325.106941	0	0	undetermined	H1_chr5	74785345	H2_chr5	71710750	PEES
SRR6485325.205580	0	0	undetermined	H1_chr5	74786104	H2_chr5	71709991	PEES
SRR6485325.170925	-6	-6	undetermined	H1_chr5	74786151	H2_chr5	5723535	PEES
SRR6485325.116731	0	0	undetermined	H1_chr5	74786240	H2_chr5	71709855	PEES
SRR6485325.162256	-5	-5	undetermined	H1_chr5	74786848	H2_chr5	71709217	PEES
SRR6485325.185690	-5	-5	undetermined	H1_chr5	74787211	H2_chr5	71708859	PEES
SRR6485325.236131	0	0	undetermined	H1_chr5	74787423	H2_chr5	71708642	PEES
SRR6485325.10005	0	0	undetermined	H1_chr5	74788959	H2_chr5	48920844	PEES
SRR6485325.110471	-5	-5	undetermined	H1_chr5	74790868	H2_chr5	36047228	PEES
SRR6485325.99029	0	0	undetermined	H1_chr5	74791959	H2_chr5	37109869	PEES
SRR6485325.108544	0	0	undetermined	H1_chr5	74843365	H2_chr5	72630928	PEES
SRR6485325.160112	-5	-5	undetermined	H1_chr5	74853549	H2_chr5	45816025	PEES
SRR6485325.116126	0	0	undetermined	H1_chr5	74853623	H2_chr5	45816099	PEES
SRR6485325.61019	-5	-5	undetermined	H1_chr5	74858695	H2_chr5	43475267	PEES
SRR6485325.185643	0	0	undetermined	H1_chr5	74914746	H2_chr5	72695166	PEES
SRR6485325.123688	0	0	undetermined	H1_chr5	74930783	H2_chr5	72711130	PEES
SRR6485325.66085	0	0	undetermined	H1_chr5	74938479	H2_chr5	72718826	PEES
SRR6485325.236079	0	0	undetermined	H1_chr5	74947841	H2_chr5	67588400	PEES
SRR6485325.229738	-10	-10	undetermined	H1_chr5	74948759	H2_chr5	72729106	PEES
SRR6485325.99632	0	0	undetermined	H1_chr5	74982392	H2_chr5	72762679	PEES
SRR6485325.98355	0	0	undetermined	H1_chr5	75008861	H2_chr5	72789160	PEES
SRR6485325.38247	0	0	undetermined	H1_chr5	75111120	H2_chr5	72891482	PEES
SRR6485325.163085	-9	none	H1_	H1_chr5	75181706	none	0	UGM
SRR6485325.39468	0	0	undetermined	H1_chr5	75182530	H2_chr5	61396535	PEES
SRR6485325.193264	0	none	H1_	H1_chr5	75219599	none	0	UGM
SRR6485325.12988	-5	-5	undetermined	H1_chr5	75290046	H2_chr5	72139657	PEES
SRR6485325.157116	0	none	H1_	H1_chr5	75290062	none	0	UGM
SRR6485325.123976	-5	-5	undetermined	H1_chr5	75310324	H2_chr5	73077701	PEES
SRR6485325.199782	-5	-5	undetermined	H1_chr5	75325822	H2_chr5	73093208	PEES
SRR6485325.175145	0	none	H1_	H1_chr5	75334527	none	0	UGM
SRR6485325.190638	0	0	undetermined	H1_chr5	75399153	H2_chr5	73166918	PEES
SRR6485325.16777	0	0	undetermined	H1_chr5	75405484	H2_chr5	73173255	PEES
SRR6485325.36865	-3	-3	undetermined	H1_chr5	75420617	H2_chr5	73188375	PEES
SRR6485325.219999	-13	none	H1_	H1_chr5	75492694	none	0	UGM
SRR6485325.134755	-13	-13	undetermined	H1_chr5	75537322	H2_chr5	73307663	PEES
SRR6485325.172770	0	0	undetermined	H1_chr5	75537835	H2_chr5	73308176	PEES
SRR6485325.105497	-7	-7	undetermined	H1_chr5	75573869	H2_chr5	73339349	PEES
SRR6485325.178299	0	0	undetermined	H1_chr5	75624909	H2_chr5	73390038	PEES
SRR6485325.142685	0	0	undetermined	H1_chr5	75643471	H2_chr5	73408697	PEES
SRR6485325.98531	-19	-19	undetermined	H1_chr5	75702979	H2_chr5	73468249	PEES
SRR6485325.250208	0	0	undetermined	H1_chr5	75710755	H2_chr5	73476025	PEES
SRR6485325.209156	0	0	undetermined	H1_chr5	75714810	H2_chr5	73480077	PEES
SRR6485325.76473	0	0	undetermined	H1_chr5	75750688	H2_chr5	73515973	PEES
SRR6485325.96519	0	0	undetermined	H1_chr5	75785606	H2_chr5	73550954	PEES
SRR6485325.239841	0	0	undetermined	H1_chr5	75806132	H2_chr5	68903256	PEES
SRR6485325.176890	0	0	undetermined	H1_chr5	75812725	H2_chr5	73573810	PEES
SRR6485325.64889	0	none	H1_	H1_chr5	75820028	none	0	UGM
SRR6485325.28915	-5	-5	undetermined	H1_chr5	75825404	H2_chr5	73586505	PEES
SRR6485325.177786	-5	none	H1_	H1_chr5	75869516	none	0	UGM
SRR6485325.106779	0	0	undetermined	H1_chr5	75879071	H2_chr5	88761780	PEES
SRR6485325.18612	0	0	undetermined	H1_chr5	75879206	H2_chr5	84579479	PEES
SRR6485325.178637	-14	none	H1_	H1_chr5	75919578	none	0	UGM
SRR6485325.82142	0	none	H1_	H1_chr5	75923919	none	0	UGM
SRR6485325.4437	0	0	undetermined	H1_chr5	75929198	H2_chr5	73698689	PEES
SRR6485325.87038	0	0	undetermined	H1_chr5	75933297	H2_chr5	73702788	PEES
SRR6485325.36318	0	0	undetermined	H1_chr5	75934963	H2_chr5	73704818	PEES
SRR6485325.126120	-15	-15	undetermined	H1_chr5	75941770	H2_chr5	73711624	PEES
SRR6485325.87112	-5	-5	undetermined	H1_chr5	75951330	H2_chr5	73721113	PEES
SRR6485325.65611	0	0	undetermined	H1_chr5	76088626	H2_chr5	73859423	PEES
SRR6485325.117468	-5	-5	undetermined	H1_chr5	76100487	H2_chr5	73871306	PEES
SRR6485325.241920	-5	none	H1_	H1_chr5	76207709	none	0	UGM
SRR6485325.129397	0	none	H1_	H1_chr5	76300330	none	0	UGM
SRR6485325.177395	-5	-5	undetermined	H1_chr5	76400229	H2_chr5	74183194	PEES
SRR6485325.149067	0	0	undetermined	H1_chr5	76456842	H2_chr5	74239827	PEES
SRR6485325.79394	-3	-3	undetermined	H1_chr5	76509774	H2_chr5	74292373	PEES
SRR6485325.175521	0	0	undetermined	H1_chr5	76592929	H2_chr5	74375998	PEES
SRR6485325.198553	-10	none	H1_	H1_chr5	76640877	none	0	UGM
SRR6485325.192442	-10	-10	undetermined	H1_chr5	76659269	H2_chr5	74443113	PEES
SRR6485325.125152	0	0	undetermined	H1_chr5	76662476	H2_chr5	74446294	PEES
SRR6485325.22978	0	none	H1_	H1_chr5	76718366	none	0	UGM
SRR6485325.126626	0	0	undetermined	H1_chr5	76728480	H2_chr5	74510933	PEES
SRR6485325.31607	0	none	H1_	H1_chr5	76748507	none	0	UGM
SRR6485325.53514	-3	none	H1_	H1_chr5	76752525	none	0	UGM
SRR6485325.242884	0	0	undetermined	H1_chr5	76794064	H2_chr5	74578787	PEES
SRR6485325.197580	0	0	undetermined	H1_chr5	76797554	H2_chr5	74582277	PEES
SRR6485325.126995	-1	-1	undetermined	H1_chr5	76865134	H2_chr5	74649063	PEES
SRR6485325.50441	-5	-5	undetermined	H1_chr5	76895106	H2_chr5	74679051	PEES
SRR6485325.3641	0	0	undetermined	H1_chr5	76903629	H2_chr5	74687591	PEES
SRR6485325.142471	0	0	undetermined	H1_chr5	76942043	H2_chr5	74725684	PEES
SRR6485325.207436	0	0	undetermined	H1_chr5	76982026	H2_chr5	74765654	PEES
SRR6485325.191542	0	0	undetermined	H1_chr5	76995715	H2_chr5	74779401	PEES
SRR6485325.153556	0	none	H1_	H1_chr5	77016550	none	0	UGM
SRR6485325.30272	0	0	undetermined	H1_chr5	77016729	H2_chr5	74800377	PEES
SRR6485325.218434	0	0	undetermined	H1_chr5	77029946	H2_chr5	74813650	PEES
SRR6485325.200536	-3	-3	undetermined	H1_chr5	77030200	H2_chr5	75022172	PEES
SRR6485325.191694	0	none	H1_	H1_chr5	77040352	none	0	UGM
SRR6485325.158112	0	none	H1_	H1_chr5	77040867	none	0	UGM
SRR6485325.39550	0	0	undetermined	H1_chr5	77042641	H2_chr5	75036544	PEES
SRR6485325.74574	-6	-6	undetermined	H1_chr5	77058172	H2_chr5	74841537	PEES
SRR6485325.170029	0	none	H1_	H1_chr5	77066697	none	0	UGM
SRR6485325.3077	0	none	H1_	H1_chr5	77070476	none	0	UGM
SRR6485325.121189	0	0	undetermined	H1_chr5	77093286	H2_chr5	75186160	PEES
SRR6485325.111170	-5	none	H1_	H1_chr5	77098185	none	0	UGM
SRR6485325.162775	0	none	H1_	H1_chr5	77105161	none	0	UGM
SRR6485325.142889	0	none	H1_	H1_chr5	77109651	none	0	UGM
SRR6485325.17795	0	none	H1_	H1_chr5	77133623	none	0	UGM
SRR6485325.57380	0	0	undetermined	H1_chr5	77139411	H2_chr5	74920804	PEES
SRR6485325.118971	0	0	undetermined	H1_chr5	77145600	H2_chr5	75041585	PEES
SRR6485325.197316	-5	-5	undetermined	H1_chr5	77173733	H2_chr5	75169198	PEES
SRR6485325.102233	0	none	H1_	H1_chr5	77174138	none	0	UGM
SRR6485325.195144	-8	none	H1_	H1_chr5	77175851	none	0	UGM
SRR6485325.98666	0	none	H1_	H1_chr5	77305518	none	0	UGM
SRR6485325.219501	0	0	undetermined	H1_chr5	77311389	H2_chr5	75220635	PEES
SRR6485325.187540	0	0	undetermined	H1_chr5	77326962	H2_chr5	75244428	PEES
SRR6485325.104269	0	none	H1_	H1_chr5	77339805	none	0	UGM
SRR6485325.236248	0	0	undetermined	H1_chr5	77360301	H2_chr5	75277806	PEES
SRR6485325.160696	0	0	undetermined	H1_chr5	77377029	H2_chr5	75294524	PEES
SRR6485325.229628	0	0	undetermined	H1_chr5	77389859	H2_chr5	75307356	PEES
SRR6485325.26320	0	0	undetermined	H1_chr5	77437477	H2_chr5	75354994	PEES
SRR6485325.149651	-5	-5	undetermined	H1_chr5	77449387	H2_chr5	75366903	PEES
SRR6485325.194252	0	0	undetermined	H1_chr5	77479552	H2_chr5	75397077	PEES
SRR6485325.29852	0	0	undetermined	H1_chr5	77481395	H2_chr5	75398918	PEES
SRR6485325.244714	0	0	undetermined	H1_chr5	77489026	H2_chr5	75406543	PEES
SRR6485325.248376	-5	-5	undetermined	H1_chr5	77540130	H2_chr5	75457679	PEES
SRR6485325.152649	-6	-6	undetermined	H1_chr5	77583208	H2_chr5	75500754	PEES
SRR6485325.209387	0	0	undetermined	H1_chr5	77607764	H2_chr5	75525321	PEES
SRR6485325.19387	0	0	undetermined	H1_chr5	77614556	H2_chr5	75532111	PEES
SRR6485325.133011	0	0	undetermined	H1_chr5	77666667	H2_chr5	75584362	PEES
SRR6485325.200705	0	0	undetermined	H1_chr5	77750009	H2_chr5	75667361	PEES
SRR6485325.156202	0	0	undetermined	H1_chr5	77750603	H2_chr5	75667955	PEES
SRR6485325.29146	0	0	undetermined	H1_chr5	77755088	H2_chr5	75672456	PEES
SRR6485325.52870	-19	-19	undetermined	H1_chr5	77812298	H2_chr5	75729260	PEES
SRR6485325.115730	-5	-5	undetermined	H1_chr5	77889709	H2_chr5	75806703	PEES
SRR6485325.164355	-5	-5	undetermined	H1_chr5	77948021	H2_chr5	75865340	PEES
SRR6485325.145485	-5	-5	undetermined	H1_chr5	77955848	H2_chr5	75873167	PEES
SRR6485325.194447	0	0	undetermined	H1_chr5	78035913	H2_chr5	75954900	PEES
SRR6485325.197198	0	0	undetermined	H1_chr5	78040366	H2_chr5	75959354	PEES
SRR6485325.96476	-5	none	H1_	H1_chr5	78054542	none	0	UGM
SRR6485325.53253	0	0	undetermined	H1_chr5	78103464	H2_chr5	76023122	PEES
SRR6485325.191422	0	0	undetermined	H1_chr5	78106986	H2_chr5	76026644	PEES
SRR6485325.223477	-5	-5	undetermined	H1_chr5	78113710	H2_chr5	76033358	PEES
SRR6485325.102590	0	0	undetermined	H1_chr5	78116540	H2_chr5	76036188	PEES
SRR6485325.234040	0	none	H1_	H1_chr5	78126810	none	0	UGM
SRR6485325.153134	0	none	H1_	H1_chr5	78136239	none	0	UGM
SRR6485325.223266	0	0	undetermined	H1_chr5	78148843	H2_chr5	76068494	PEES
SRR6485325.145303	0	0	undetermined	H1_chr5	78153614	H2_chr5	76073267	PEES
SRR6485325.16403	0	0	undetermined	H1_chr5	78192179	H2_chr5	76111816	PEES
SRR6485325.92812	-2	none	H1_	H1_chr5	78202816	none	0	UGM
SRR6485325.187901	-8	none	H1_	H1_chr5	78212417	none	0	UGM
SRR6485325.196080	-5	-5	undetermined	H1_chr5	78361336	H2_chr5	76280212	PEES
SRR6485325.89290	0	0	undetermined	H1_chr5	78361450	H2_chr5	76280326	PEES
SRR6485325.180244	0	0	undetermined	H1_chr5	78361548	H2_chr5	68903106	PEES
SRR6485325.40262	0	0	undetermined	H1_chr5	78372494	H2_chr5	76291372	PEES
SRR6485325.158869	0	0	undetermined	H1_chr5	78381827	H2_chr5	76300693	PEES
SRR6485325.224499	-8	-8	undetermined	H1_chr5	78398075	H2_chr5	76316946	PEES
SRR6485325.231081	-5	-5	undetermined	H1_chr5	78431815	H2_chr5	76350681	PEES
SRR6485325.32775	0	0	undetermined	H1_chr5	78460409	H2_chr5	76379295	PEES
SRR6485325.239469	0	0	undetermined	H1_chr5	78476782	H2_chr5	76395657	PEES
SRR6485325.128713	0	0	undetermined	H1_chr5	78494792	H2_chr5	76413661	PEES
SRR6485325.119707	-3	-3	undetermined	H1_chr5	78499924	H2_chr5	76418794	PEES
SRR6485325.83579	0	0	undetermined	H1_chr5	78499962	H2_chr5	76418832	PEES
SRR6485325.172664	0	0	undetermined	H1_chr5	78522934	H2_chr5	76442213	PEES
SRR6485325.186518	0	0	undetermined	H1_chr5	78614627	H2_chr5	76533830	PEES
